Date,Period,number1,number2,number3,sale_amount,reward ratio
2014-03-17,2014068,9,6,8,"53,689,304", 25.79%
2014-03-16,2014067,0,7,2,"50,934,560", 27.12%
2014-03-15,2014066,6,9,3,"50,472,426", 54.25%
2014-03-14,2014065,2,0,8,"52,114,946", 43.21%
2014-03-13,2014064,3,6,1,"51,676,508", 63.49%
2014-03-12,2014063,7,4,2,"48,748,060", 59.33%
2014-03-11,2014062,3,0,0,"50,595,602", 31.02%
2014-03-10,2014061,8,1,9,"48,063,072", 55.98%
2014-03-09,2014060,9,7,7,"48,906,980", 37.96%
2014-03-08,2014059,8,7,1,"48,291,824", 76.32%
2014-03-07,2014058,2,1,0,"52,890,778", 30.24%
2014-03-06,2014057,5,0,2,"51,523,394", 35.55%
2014-03-05,2014056,3,8,6,"50,022,000", 60.83%
2014-03-04,2014055,7,6,1,"55,813,832", 85.72%
2014-03-03,2014054,2,5,7,"53,297,148", 66.11%
2014-03-02,2014053,7,0,0,"53,118,520", 19.52%
2014-03-01,2014052,7,9,3,"52,573,072", 33.41%
2014-02-28,2014051,3,1,0,"55,289,972", 29.19%
2014-02-27,2014050,7,5,7,"55,111,208", 81.44%
2014-02-26,2014049,3,9,2,"55,364,382", 31.84%
2014-02-25,2014048,2,1,4,"53,841,670", 46.11%
2014-02-24,2014047,9,0,3,"54,656,496", 37.23%
2014-02-23,2014046,2,4,8,"51,177,838", 48.31%
2014-02-22,2014045,2,3,6,"49,738,726", 79.99%
2014-02-21,2014044,5,8,5,"52,061,154", 79.60%
2014-02-20,2014043,8,5,4,"49,654,044", 50.37%
2014-02-19,2014042,1,5,6,"49,740,970", 71.64%
2014-02-18,2014041,7,0,2,"48,256,458", 42.35%
2014-02-17,2014040,0,6,8,"46,517,886", 34.95%
2014-02-16,2014039,4,7,8,"44,499,028", 51.33%
2014-02-15,2014038,0,0,4,"45,248,970", 18.31%
2014-02-14,2014037,8,0,9,"44,499,994", 82.01%
2014-02-13,2014036,6,3,0,"45,397,788", 38.40%
2014-02-12,2014035,7,2,3,"42,598,796", 47.07%
2014-02-11,2014034,3,3,5,"40,753,266", 97.28%
2014-02-10,2014033,4,4,4,"42,234,852", 159.33%
2014-02-09,2014032,2,5,6,"38,982,254", 51.71%
2014-02-08,2014031,2,0,4,"37,478,570", 32.64%
2014-02-07,2014030,4,8,8,"40,093,518", 36.04%
2014-01-29,2014029,6,1,8,"43,169,964", 55.46%
2014-01-28,2014028,8,0,5,"46,991,026", 30.91%
2014-01-27,2014027,7,7,4,"47,216,580", 39.40%
2014-01-26,2014026,3,0,0,"50,542,950", 13.78%
2014-01-25,2014025,6,8,3,"49,709,660", 52.84%
2014-01-24,2014024,3,4,4,"50,375,718", 61.09%
2014-01-23,2014023,3,0,3,"50,982,982", 44.12%
2014-01-22,2014022,9,6,9,"51,684,262", 64.33%
2014-01-21,2014021,8,7,5,"50,719,312", 41.66%
2014-01-20,2014020,0,8,7,"51,250,442", 27.51%
2014-01-19,2014019,6,1,0,"51,068,002", 48.11%
2014-01-18,2014018,4,7,4,"51,495,026", 55.79%
2014-01-17,2014017,0,5,7,"55,453,410", 100.36%
2014-01-16,2014016,2,2,4,"57,758,882", 40.52%
2014-01-15,2014015,7,4,2,"56,161,526", 54.04%
2014-01-14,2014014,9,4,5,"53,671,030", 72.73%
2014-01-13,2014013,6,1,3,"54,290,432", 27.40%
2014-01-12,2014012,3,6,8,"52,496,122", 62.12%
2014-01-11,2014011,3,1,9,"51,948,648", 60.42%
2014-01-10,2014010,6,4,5,"52,135,932", 44.91%
2014-01-09,2014009,4,3,2,"52,673,576", 30.95%
2014-01-08,2014008,5,9,0,"52,167,368", 36.22%
2014-01-07,2014007,2,8,3,"50,817,158", 63.35%
2014-01-06,2014006,9,9,2,"50,911,850", 23.23%
2014-01-05,2014005,7,5,5,"50,874,566", 26.27%
2014-01-04,2014004,9,5,5,"52,258,512", 73.30%
2014-01-03,2014003,6,4,3,"54,487,812", 14.52%
2014-01-02,2014002,6,3,4,"54,252,668", 33.40%
2014-01-01,2014001,6,8,7,"50,650,400", 42.60%
2013-12-31,2013358,9,6,8,"55,034,802", 53.88%
2013-12-30,2013357,3,2,0,"54,169,102", 41.42%
2013-12-29,2013356,1,6,4,"52,582,086", 31.84%
2013-12-28,2013355,2,9,3,"50,684,558", 45.96%
2013-12-27,2013354,0,2,4,"53,670,416", 29.56%
2013-12-26,2013353,1,8,5,"52,915,212", 48.30%
2013-12-25,2013352,1,7,6,"51,516,790", 35.05%
2013-12-24,2013351,7,2,6,"49,368,358", 70.72%
2013-12-23,2013350,3,2,2,"49,793,344", 38.56%
2013-12-22,2013349,5,2,4,"50,242,970", 27.30%
2013-12-21,2013348,5,7,4,"49,751,314", 29.40%
2013-12-20,2013347,5,5,4,"52,460,926", 38.57%
2013-12-19,2013346,0,1,9,"52,939,898", 41.80%
2013-12-18,2013345,0,7,2,"51,951,616", 32.45%
2013-12-17,2013344,1,4,9,"50,558,398", 53.42%
2013-12-16,2013343,7,7,6,"48,577,338", 85.31%
2013-12-15,2013342,8,9,9,"50,185,342", 36.74%
2013-12-14,2013341,9,8,0,"49,851,434", 42.47%
2013-12-13,2013340,8,0,5,"51,392,076", 30.88%
2013-12-12,2013339,8,6,7,"51,471,180", 43.24%
2013-12-11,2013338,5,1,7,"49,595,356", 166.51%
2013-12-10,2013337,0,3,0,"52,612,902", 23.10%
2013-12-09,2013336,4,2,3,"50,453,982", 31.71%
2013-12-08,2013335,0,0,8,"51,332,722", 22.03%
2013-12-07,2013334,6,8,0,"49,381,314", 28.88%
2013-12-06,2013333,7,8,9,"51,838,676", 47.80%
2013-12-05,2013332,4,2,3,"51,518,764", 36.82%
2013-12-04,2013331,2,2,4,"51,715,594", 25.40%
2013-12-03,2013330,0,0,4,"53,387,658", 25.72%
2013-12-02,2013329,5,2,9,"52,562,696", 85.70%
2013-12-01,2013328,9,5,7,"51,567,730", 55.25%
2013-11-30,2013327,4,0,5,"49,747,718", 82.36%
2013-11-29,2013326,2,3,3,"53,901,366", 33.43%
2013-11-28,2013325,8,6,3,"52,291,244", 60.54%
2013-11-27,2013324,1,6,7,"50,499,546", 56.30%
2013-11-26,2013323,1,1,4,"53,362,574", 38.40%
2013-11-25,2013322,6,4,8,"50,565,940", 51.42%
2013-11-24,2013321,9,8,7,"49,586,640", 59.81%
2013-11-23,2013320,5,7,3,"48,034,280", 97.19%
2013-11-22,2013319,4,6,0,"51,043,014", 30.40%
2013-11-21,2013318,2,4,4,"51,184,712", 26.32%
2013-11-20,2013317,1,9,7,"50,163,284", 85.49%
2013-11-19,2013316,0,8,8,"48,057,856", 23.44%
2013-11-18,2013315,8,9,9,"49,951,234", 38.98%
2013-11-17,2013314,7,1,1,"49,106,634", 44.03%
2013-11-16,2013313,8,9,8,"51,261,556", 42.08%
2013-11-15,2013312,7,8,4,"53,709,802", 34.18%
2013-11-14,2013311,3,5,8,"51,627,468", 67.39%
2013-11-13,2013310,2,7,1,"52,116,468", 35.13%
2013-11-12,2013309,9,8,2,"51,459,188", 37.34%
2013-11-11,2013308,3,7,8,"50,014,486", 78.19%
2013-11-10,2013307,6,9,4,"48,184,534", 31.71%
2013-11-09,2013306,2,9,1,"47,562,040", 35.92%
2013-11-08,2013305,8,6,0,"48,221,052", 32.26%
2013-11-07,2013304,2,1,2,"50,025,050", 19.55%
2013-11-06,2013303,2,8,9,"50,217,810", 41.55%
2013-11-05,2013302,8,8,2,"50,394,954", 28.34%
2013-11-04,2013301,7,7,6,"50,873,362", 47.44%
2013-11-03,2013300,3,8,3,"51,071,828", 67.89%
2013-11-02,2013299,2,0,7,"49,072,764", 64.69%
2013-11-01,2013298,7,3,2,"50,686,042", 54.70%
2013-10-31,2013297,8,0,3,"51,533,156", 56.11%
2013-10-30,2013296,9,4,3,"49,873,888", 32.62%
2013-10-29,2013295,3,4,2,"51,237,610", 54.56%
2013-10-28,2013294,1,9,8,"50,519,218", 44.29%
2013-10-27,2013293,9,5,6,"48,767,776", 81.11%
2013-10-26,2013292,0,9,3,"46,178,026", 33.48%
2013-10-25,2013291,6,6,7,"48,861,738", 31.13%
2013-10-24,2013290,3,2,3,"48,963,790", 59.97%
2013-10-23,2013289,7,4,0,"49,654,670", 41.77%
